particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Funds added using payment gateway fromX with reference number IGAPVJFRX5,2023-07-06,NSE-EQ - Z,Bank Receipts,0,70000,70173.653705
Being payment gateway charges debited forX,2023-07-06,NSE-EQ - Z,Journal Entry,10.62,0,70163.033705
Funds added using UPI fromX with reference number 318752738063,2023-07-06,NSE-EQ - Z,Bank Receipts,0,25000,95163.033705
Net settlement for Equity with settlement number: 2023126,2023-07-06,NSE-EQ - Z,Book Voucher,93020.21737,0,2142.816335
Funds added using UPI fromX with reference number 318804513532,2023-07-07,NSE-EQ - Z,Bank Receipts,0,10000,12142.816335
DP Charges for Sale of HINDUNILVR on 07/07/2023,2023-07-07,NSE-EQ - Z,Journal Entry,15.93,0,12126.886335
Net settlement for Equity with settlement number: 2023127,2023-07-07,NSE-EQ - Z,Book Voucher,1506.019854,0,10620.866481
Net settlement for Equity with settlement number: 2023128,2023-07-10,NSE-EQ - Z,Book Voucher,6503.306868,0,4117.559613
DP Charges for Sale of SULA on 11/07/2023,2023-07-11,NSE-EQ - Z,Journal Entry,15.93,0,4101.629613
Net settlement for Equity with settlement number: 2023129,2023-07-11,NSE-EQ - Z,Book Voucher,0,23713.226091,27814.855704
Net settlement for Equity with settlement number: 2023131,2023-07-13,NSE-EQ - Z,Book Voucher,15740.226028,0,12074.629676
DP Charges for Sale of ASIANPAINT on 28/07/2023,2023-07-28,NSE-EQ - Z,Journal Entry,15.93,0,12058.699676
Net settlement for Equity with settlement number: 2023142,2023-07-28,NSE-EQ - Z,Book Voucher,0,43319.753726,55378.453402
Being fee for smallcase,2023-08-03,NSE-EQ - Z,Journal Entry,11.8,0,55366.653402
Net settlement for Equity with settlement number: 2023146,2023-08-03,NSE-EQ - Z,Book Voucher,11878.242638,0,43488.410764
Funds added using UPI fromX with reference number 321647733026,2023-08-04,NSE-EQ - Z,Bank Receipts,0,43000,86488.410764
Funds added using UPI fromX with reference number 321617180258,2023-08-04,NSE-EQ - Z,Bank Receipts,0,70000,156488.410764
Being fee for smallcase,2023-08-04,NSE-EQ - Z,Journal Entry,118,0,156370.410764
Net settlement for Equity with settlement number: 2023147,2023-08-04,NSE-EQ - Z,Book Voucher,106671.030016,0,49699.380748
Being fee for smallcase,2023-08-07,NSE-EQ - Z,Journal Entry,118,0,49581.380748
Net settlement for Equity with settlement number: 2023148,2023-08-07,NSE-EQ - Z,Book Voucher,49207.753839,0,373.626909
AMC for Demat Account for 27-03-2023 to 25-06-2023,2023-08-11,NSE-EQ - Z,Journal Entry,88.5,0,285.126909
DP Charges for Sale of TITAGARH on 14/08/2023,2023-08-14,NSE-EQ - Z,Journal Entry,15.93,0,269.196909
DP Charges for Sale of FACT on 14/08/2023,2023-08-14,NSE-EQ - Z,Journal Entry,15.93,0,253.266909
DP Charges for Sale of OLECTRA on 14/08/2023,2023-08-14,NSE-EQ - Z,Journal Entry,15.93,0,237.336909
DP Charges for Sale of MAZDOCK on 14/08/2023,2023-08-14,NSE-EQ - Z,Journal Entry,15.93,0,221.406909
DP Charges for Sale of GLENMARK on 14/08/2023,2023-08-14,NSE-EQ - Z,Journal Entry,15.93,0,205.476909
Net settlement for Equity with settlement number: 2023153,2023-08-14,NSE-EQ - Z,Book Voucher,0,5129.552754,5335.029663
Net settlement for Equity with settlement number: 2023154,2023-08-16,NSE-EQ - Z,Book Voucher,3383.148751,0,1951.880912
Being fee for smallcase,2023-08-22,NSE-EQ - Z,Journal Entry,118,0,1833.880912
DP Charges for Sale of MEGASTAR on 22/08/2023,2023-08-22,NSE-EQ - Z,Journal Entry,15.93,0,1817.950912
DP Charges for Sale of IONEXCHANG on 22/08/2023,2023-08-22,NSE-EQ - Z,Journal Entry,15.93,0,1802.020912
Net settlement for Equity with settlement number: 2023158,2023-08-22,NSE-EQ - Z,Book Voucher,0,14446.973713,16248.994625
Being fee for smallcase,2023-08-23,NSE-EQ - Z,Journal Entry,118,0,16130.994625
DP Charges for Sale of JBMA on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16115.064625
DP Charges for Sale of GOLDIAM on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16099.134625
DP Charges for Sale of RKFORGE on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16083.204625
DP Charges for Sale of ZENTEC on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16067.274625
DP Charges for Sale of APARINDS on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16051.344625
DP Charges for Sale of KIRLOSBROS on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16035.414625
DP Charges for Sale of GLENMARK on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16019.484625
DP Charges for Sale of ZENSARTECH on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,16003.554625
DP Charges for Sale of MAZDOCK on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,15987.624625
DP Charges for Sale of TITAGARH on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,15971.694625
DP Charges for Sale of NEULANDLAB on 23/08/2023,2023-08-23,NSE-EQ - Z,Journal Entry,15.93,0,15955.764625
Net settlement for Equity with settlement number: 2023159,2023-08-23,NSE-EQ - Z,Book Voucher,0,1871.655818,17827.420443
Net settlement for Equity with settlement number: 2023160,2023-08-24,NSE-EQ - Z,Book Voucher,14346.962826,0,3480.457617
Net settlement for Equity with settlement number: 2023161,2023-08-25,NSE-EQ - Z,Book Voucher,3288.122275,0,192.335342
DP Charges for Sale of JIOFIN on 29/08/2023,2023-08-29,NSE-EQ - Z,Journal Entry,15.93,0,176.405342
Net settlement for Equity with settlement number: 2023163,2023-08-29,NSE-EQ - Z,Book Voucher,0,10289.370749,10465.776091
Being fee for smallcase,2023-09-01,NSE-EQ - Z,Journal Entry,118,0,10347.776091
DP Charges for Sale of BRITANNIA on 01/09/2023,2023-09-01,NSE-EQ - Z,Journal Entry,15.93,0,10331.846091
DP Charges for Sale of ABBOTINDIA on 01/09/2023,2023-09-01,NSE-EQ - Z,Journal Entry,15.93,0,10315.916091
Net settlement for Equity with settlement number: 2023166,2023-09-01,NSE-EQ - Z,Book Voucher,0,15191.934667,25507.850758
Net settlement for Equity with settlement number: 2023168,2023-09-05,NSE-EQ - Z,Book Voucher,1099.233369,0,24392.687389
Being fee for smallcase,2023-09-06,NSE-EQ - Z,Journal Entry,118,0,24274.687389
Net settlement for Equity with settlement number: 2023169,2023-09-06,NSE-EQ - Z,Book Voucher,16246.793411,0,8027.893978
DP Charges for Sale of ASTRAL on 06/09/2023,2023-09-06,NSE-EQ - Z,Journal Entry,15.93,0,8011.963978
Net settlement for Equity with settlement number: 2023179,2023-09-21,NSE-EQ - Z,Book Voucher,5404.907061,0,2607.056917
Being fee for smallcase,2023-09-25,NSE-EQ - Z,Journal Entry,118,0,2489.056917
Funds added using payment gateway fromX with reference number IGAQFLQEH4,2023-09-25,NSE-EQ - Z,Bank Receipts,0,13000,15489.056917
Funds added using payment gateway fromX with reference number IGAQFLONS6,2023-09-25,NSE-EQ - Z,Bank Receipts,0,72000,87489.056917
Being payment gateway charges debited forX,2023-09-25,NSE-EQ - Z,Journal Entry,10.62,0,87478.436917
Being payment gateway charges debited forX,2023-09-25,NSE-EQ - Z,Journal Entry,10.62,0,87467.816917
Net settlement for Equity with settlement number: 2023181,2023-09-25,NSE-EQ - Z,Book Voucher,84896.263796,0,2571.553121
Funds auto-settled to the primary bank account  with reference number d84ff825aa904c13004312,2023-10-05,NSE-EQ - Z,Bank Payments,2571.55,0,0.003121
DP Charges for Sale of RELIANCE on 06/10/2023,2023-10-06,NSE-EQ - Z,Journal Entry,15.93,0,-15.926879
Net settlement for Equity with settlement number: 2023189,2023-10-06,NSE-EQ - Z,Book Voucher,0,78898.222906,78882.296027
Being fee for smallcase,2023-10-09,NSE-EQ - Z,Journal Entry,118,0,78764.296027
Net settlement for Equity with settlement number: 2023190,2023-10-09,NSE-EQ - Z,Book Voucher,74495.390923,0,4268.905104
Being fee for smallcase,2023-10-19,NSE-EQ - Z,Journal Entry,118,0,4150.905104
Funds added using payment gateway fromX with reference number IGAQILTIH4,2023-10-19,NSE-EQ - Z,Bank Receipts,0,59000,63150.905104
Being payment gateway charges debited forX,2023-10-19,NSE-EQ - Z,Journal Entry,10.62,0,63140.285104
DP Charges for Sale of PAGEIND on 19/10/2023,2023-10-19,NSE-EQ - Z,Journal Entry,15.93,0,63124.355104
Net settlement for Equity with settlement number: 2023198,2023-10-19,NSE-EQ - Z,Book Voucher,53489.750152,0,9634.604952
Net settlement for Equity with settlement number: 2023200,2023-10-23,NSE-EQ - Z,Book Voucher,8969.630748,0,664.974204
Being fee for smallcase,2023-10-25,NSE-EQ - Z,Journal Entry,118,0,546.974204
DP Charges for Sale of PAGEIND on 25/10/2023,2023-10-25,NSE-EQ - Z,Journal Entry,15.93,0,531.044204
Net settlement for Equity with settlement number: 2023201,2023-10-25,NSE-EQ - Z,Book Voucher,0,16494.470214,17025.514418
Net settlement for Equity with settlement number: 2023202,2023-10-26,NSE-EQ - Z,Book Voucher,16964.910352,0,60.604066
DP Charges for Sale of IDFCFIRSTB on 02/11/2023,2023-11-02,NSE-EQ - Z,Journal Entry,15.93,0,44.674066
DP Charges for Sale of DEVYANI on 02/11/2023,2023-11-02,NSE-EQ - Z,Journal Entry,15.93,0,28.744066
Net settlement for Equity with settlement number: 2023207,2023-11-02,NSE-EQ - Z,Book Voucher,0,10865.525681,10894.269747
DP Charges for Sale of POLYCAB on 13/11/2023,2023-11-13,NSE-EQ - Z,Journal Entry,15.93,0,10878.339747
Net settlement for Equity with settlement number: 2023215,2023-11-13,NSE-EQ - Z,Book Voucher,0,12434.142728,23312.482475
DP Charges for Sale of CELLO on 15/11/2023,2023-11-15,NSE-EQ - Z,Journal Entry,15.93,0,23296.552475
DP Charges for Sale of IDFCFIRSTB on 15/11/2023,2023-11-15,NSE-EQ - Z,Journal Entry,15.93,0,23280.622475
Net settlement for Equity with settlement number: 2023216,2023-11-15,NSE-EQ - Z,Book Voucher,0,18291.705659,41572.328134
Net settlement for Equity with settlement number: 2023223,2023-11-24,NSE-EQ - Z,Book Voucher,33632.787896,0,7939.540238
Net settlement for Equity with settlement number: 2023226,2023-11-30,NSE-EQ - Z,Book Voucher,6902.713818,0,1036.82642
AMC for Demat Account for 26-06-2023 to 24-09-2023,2023-12-30,NSE-EQ - Z,Journal Entry,88.5,0,948.32642
Funds transferred back as part of quarterly settlement (inactive)  with reference number 1732a5ef192b9063c3d2c8,2024-01-01,NSE-EQ - Z,Bank Payments,948.33,0,-0.00358
DP Charges for Sale of FAZE3Q on 15/01/2024,2024-01-15,NSE-EQ - Z,Journal Entry,15.93,0,-15.93358
Net settlement for Equity with settlement number: 2024011,2024-01-15,NSE-EQ - Z,Book Voucher,0,1110.492629,1094.559049
Being fee for smallcase,2024-01-25,NSE-EQ - Z,Journal Entry,118,0,150965.939049
Funds added using payment gateway fromX with reference number IGAQTQESB1,2024-01-25,NSE-EQ - Z,Bank Receipts,0,150000,151083.939049
Being payment gateway charges debited forX,2024-01-25,NSE-EQ - Z,Journal Entry,10.62,0,1083.939049
Net settlement for Equity with settlement number: 2024019,2024-01-25,NSE-EQ - Z,Book Voucher,136020.310835,0,14945.628214
Net settlement for Equity with settlement number: 2024021,2024-01-30,NSE-EQ - Z,Book Voucher,14383.752205,0,561.876009
DP Charges for Sale of IDFCFIRSTB on 19/02/2024,2024-02-19,NSE-EQ - Z,Journal Entry,15.93,0,545.946009
Being Payment Gateway Charges Debited -X,2018-03-15,NSE-EQ - Z,Journal Entry,10.62,0,-321.714
Net settlement for Equity with settlement number: 2024035,2024-02-19,NSE-EQ - Z,Book Voucher,0,187.181546,733.127555
Net settlement for Equity with settlement number: 2024038,2024-02-22,NSE-EQ - Z,Book Voucher,492.53185,0,240.595705
Funds added using UPI fromX with reference number 406031001446,2024-02-29,NSE-EQ - Z,Bank Receipts,0,20000,20240.595705
Net settlement for Equity with settlement number: 2024043,2024-02-29,NSE-EQ - Z,Book Voucher,11481.632796,0,8758.962909
Funds added using UPI fromX with reference number 406536968322,2024-03-05,NSE-EQ - Z,Bank Receipts,0,12000,20758.962909
Net settlement for Equity with settlement number: 2024046,2024-03-05,NSE-EQ - Z,Book Voucher,11250.26925,0,9508.693659
Funds added using UPI fromX with reference number 406636263945,2024-03-06,NSE-EQ - Z,Bank Receipts,0,40000,49508.693659
Net settlement for Equity with settlement number: 2024047,2024-03-06,NSE-EQ - Z,Book Voucher,12531.356823,0,36977.336836
Net settlement for Equity with settlement number: 2024048,2024-03-07,NSE-EQ - Z,Book Voucher,7833.180309,0,29144.156527
Net settlement for Equity with settlement number: 2024049,2024-03-11,NSE-EQ - Z,Book Voucher,20543.720926,0,8600.435601
Net settlement for Equity with settlement number: 2024050,2024-03-12,NSE-EQ - Z,Book Voucher,8440.894843,0,159.540758
DP Charges for Sale of BLS on 14/03/2024,2024-03-14,NSE-EQ - Z,Journal Entry,15.93,0,143.610758
Net settlement for Equity with settlement number: 2024052,2024-03-14,NSE-EQ - Z,Book Voucher,0,1731.66239,1875.273148
Funds added using UPI fromX with reference number 407487774290,2024-03-14,NSE-EQ - Z,Bank Receipts,0,100000,101875.273148
Being fee for smallcase,2024-03-15,NSE-EQ - Z,Journal Entry,118,0,101757.273148
Net settlement for Equity with settlement number: 2024053,2024-03-15,NSE-EQ - Z,Book Voucher,36990.215859,0,64767.057289
Net settlement for Equity with settlement number: 2024054,2024-03-18,NSE-EQ - Z,Book Voucher,4850.208999,0,59916.84829
DP Charges for Sale of IDFCFIRSTB on 19/03/2024,2024-03-19,NSE-EQ - Z,Journal Entry,15.93,0,59900.91829
Net settlement for Equity with settlement number: 2024055,2024-03-19,NSE-EQ - Z,Book Voucher,20848.353491,0,39052.564799
Net settlement for Equity with settlement number: 2024056,2024-03-20,NSE-EQ - Z,Book Voucher,1405.675611,0,37646.889188
Net settlement for Equity with settlement number: 2024058,2024-03-22,NSE-EQ - Z,Book Voucher,8126.742259,0,29520.146929
Net settlement for Equity with settlement number: 2024059,2024-03-26,NSE-EQ - Z,Book Voucher,9353.610463,0,20166.536466
Net settlement for Equity with settlement number: 2024061,2024-03-28,NSE-EQ - Z,Book Voucher,4422.201316,0,15744.33515
AMC for Demat Account for 25-09-2023 to 24-12-2023,2024-03-31,NSE-EQ - Z,Journal Entry,88.5,0,15655.83515
Funds auto-settled to the primary bank account  with reference number 871c28a8f78b83714529c3,2024-04-04,NSE-EQ - Z,Bank Payments,15655.84,0,-0.00485
Funds added using payment gateway fromX with reference number IGARDGONC2,2024-04-16,NSE-EQ - Z,Bank Receipts,0,5000,4999.99515
Being payment gateway charges debited forX,2024-04-16,NSE-EQ - Z,Journal Entry,10.62,0,4989.37515
DP Charges for Sale of CDSL on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4973.44515
DP Charges for Sale of KEI on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4957.51515
DP Charges for Sale of PATANJALI on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4941.58515
DP Charges for Sale of ANGELONE on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4925.65515
DP Charges for Sale of KIRLOSENG on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4909.72515
DP Charges for Sale of PSPPROJECT on 16/04/2024,2024-04-16,NSE-EQ - Z,Journal Entry,15.93,0,4893.79515
Net settlement for Equity with settlement number: 2024072,2024-04-16,NSE-EQ - Z,Book Voucher,0,99501.091533,104394.886683
DP Charges for Sale of PSPPROJECT on 18/04/2024,2024-04-18,NSE-EQ - Z,Journal Entry,15.93,0,104378.956683
DP Charges for Sale of GANDHAR on 18/04/2024,2024-04-18,NSE-EQ - Z,Journal Entry,15.93,0,104363.026683
Net settlement for Equity with settlement number: 2024073,2024-04-18,NSE-EQ - Z,Book Voucher,75311.399904,0,29051.626779
Net settlement for Equity with settlement number: 2024074,2024-04-19,NSE-EQ - Z,Book Voucher,4867.958001,0,24183.668778
DP Charges for Sale of PATANJALI on 23/04/2024,2024-04-23,NSE-EQ - Z,Journal Entry,15.93,0,24167.738778
Net settlement for Equity with settlement number: 2024076,2024-04-23,NSE-EQ - Z,Book Voucher,0,35309.882409,59477.621187
DP Charges for Sale of KEI on 25/04/2024,2024-04-25,NSE-EQ - Z,Journal Entry,15.93,0,59461.691187
Net settlement for Equity with settlement number: 2024078,2024-04-25,NSE-EQ - Z,Book Voucher,0,59168.097934,118629.789121
Net settlement for Equity with settlement number: 2024079,2024-04-26,NSE-EQ - Z,Book Voucher,4884.483419,0,113745.305702
DP Charges for Sale of LIKHITHA on 30/04/2024,2024-04-30,NSE-EQ - Z,Journal Entry,15.93,0,113729.375702
Net settlement for Equity with settlement number: 2024081,2024-04-30,NSE-EQ - Z,Book Voucher,0,24736.488885,138465.864587
Net settlement for Equity with settlement number: 2024082,2024-05-02,NSE-EQ - Z,Book Voucher,10126.419961,0,128339.444626
DP Charges for Sale of GRAVITA on 06/05/2024,2024-05-06,NSE-EQ - Z,Journal Entry,15.93,0,128323.514626
Net settlement for Equity with settlement number: 2024084,2024-05-06,NSE-EQ - Z,Book Voucher,0,31544.853598,159868.368224
Being fee for smallcase,2024-05-07,NSE-EQ - Z,Journal Entry,118,0,159750.368224
Net settlement for Equity with settlement number: 2024085,2024-05-07,NSE-EQ - Z,Book Voucher,39953.922259,0,119796.445965
Net settlement for Equity with settlement number: 2024087,2024-05-09,NSE-EQ - Z,Book Voucher,24283.050001,0,95513.395964
DP Charges for Sale of ANGELONE on 10/05/2024,2024-05-10,NSE-EQ - Z,Journal Entry,15.93,0,95497.465964
DP Charges for Sale of CDSL on 10/05/2024,2024-05-10,NSE-EQ - Z,Journal Entry,15.93,0,95481.535964
DP Charges for Sale of KIRLOSENG on 10/05/2024,2024-05-10,NSE-EQ - Z,Journal Entry,15.93,0,95465.605964
DP Charges for Sale of ELECON on 10/05/2024,2024-05-10,NSE-EQ - Z,Journal Entry,15.93,0,95449.675964
Net settlement for Equity with settlement number: 2024088,2024-05-10,NSE-EQ - Z,Book Voucher,1390.924755,0,94058.751209
Net settlement for Equity with settlement number: 2024089,2024-05-13,NSE-EQ - Z,Book Voucher,13602.810087,0,80455.941122
Net settlement for Equity with settlement number: 2024092,2024-05-16,NSE-EQ - Z,Book Voucher,34968.381139,0,45487.559983
Net settlement for Equity with settlement number: 2024094,2024-05-21,NSE-EQ - Z,Book Voucher,4756.103487,0,40731.456496
DP Charges for Sale of EMSLIMITED on 22/05/2024,2024-05-22,NSE-EQ - Z,Journal Entry,15.93,0,40715.526496
Net settlement for Equity with settlement number: 2024095,2024-05-22,NSE-EQ - Z,Book Voucher,0,13705.934496,54421.460992
Net settlement for Equity with settlement number: 2024097,2024-05-24,NSE-EQ - Z,Book Voucher,0,19097.030594,73518.491586
DP Charges for Sale of ELECON on 24/05/2024,2024-05-24,NSE-EQ - Z,Journal Entry,15.93,0,73502.561586
Net settlement for Equity with settlement number: 2024098,2024-05-27,NSE-EQ - Z,Book Voucher,3316.945532,0,70185.616054
DP Charges for Sale of LTIM on 28/05/2024,2024-05-28,NSE-EQ - Z,Journal Entry,15.93,0,70169.686054
Net settlement for Equity with settlement number: 2024099,2024-05-28,NSE-EQ - Z,Book Voucher,0,12364.880815,82534.566869
Net settlement for Equity with settlement number: 2024100,2024-05-29,NSE-EQ - Z,Book Voucher,17752.50044,0,64782.066429
Net settlement for Equity with settlement number: 2024101,2024-05-30,NSE-EQ - Z,Book Voucher,10880.434192,0,53901.632237
DP Charges for Sale of POLYCAB on 31/05/2024,2024-05-31,NSE-EQ - Z,Journal Entry,15.93,0,53885.702237
Net settlement for Equity with settlement number: 2024102,2024-05-31,NSE-EQ - Z,Book Voucher,0,30503.863736,84389.565973
Net settlement for Equity with settlement number: 2024104,2024-06-04,NSE-EQ - Z,Book Voucher,83642.401744,0,747.164229
DP Charges for Sale of FUSION on 06/06/2024,2024-06-06,NSE-EQ - Z,Journal Entry,15.045,0,732.119229
DP Charges for Sale of DRREDDY on 06/06/2024,2024-06-06,NSE-EQ - Z,Journal Entry,15.045,0,717.074229
Net settlement for Equity with settlement number: 2024106,2024-06-06,NSE-EQ - Z,Book Voucher,0,48619.274063,49336.348292
Net settlement for Equity with settlement number: 2024107,2024-06-07,NSE-EQ - Z,Book Voucher,40953.163128,0,8383.185164
AMC for Demat Account for 14-12-2023 to 13-03-2024,2024-06-08,NSE-EQ - Z,Journal Entry,88.5,0,8294.685164
Net settlement for Equity with settlement number: 2024111,2024-06-13,NSE-EQ - Z,Book Voucher,4806.229864,0,3488.4553
DP Charges for Sale of ANGELONE on 14/06/2024,2024-06-14,NSE-EQ - Z,Journal Entry,15.045,0,3473.4103
Net settlement for Equity with settlement number: 2024112,2024-06-14,NSE-EQ - Z,Book Voucher,0,60402.741252,63876.151552
DP Charges for Sale of BAJFINANCE on 18/06/2024,2024-06-18,NSE-EQ - Z,Journal Entry,15.045,0,63861.106552
Net settlement for Equity with settlement number: 2024113,2024-06-18,NSE-EQ - Z,Book Voucher,0,178199.828687,242060.935239
DP Charges for Sale of CDSL on 20/06/2024,2024-06-20,NSE-EQ - Z,Journal Entry,15.045,0,242045.890239
Net settlement for Equity with settlement number: 2024115,2024-06-20,NSE-EQ - Z,Book Voucher,0,75699.630075,317745.520314
Net settlement for Equity with settlement number: 2024116,2024-06-21,NSE-EQ - Z,Book Voucher,3402.166171,0,314343.354143
Net settlement for Equity with settlement number: 2024118,2024-06-25,NSE-EQ - Z,Book Voucher,5949.82683,0,308393.527313
Net settlement for Equity with settlement number: 2024119,2024-06-26,NSE-EQ - Z,Book Voucher,10359.879382,0,298033.647931
Net settlement for Equity with settlement number: 2024120,2024-06-27,NSE-EQ - Z,Book Voucher,30904.507479,0,267129.140452
Net settlement for Equity with settlement number: 2024122,2024-07-01,NSE-EQ - Z,Book Voucher,8992.88916,0,258136.251292
Net settlement for Equity with settlement number: 2024123,2024-07-02,NSE-EQ - Z,Book Voucher,12241.567273,0,245894.684019
Net settlement for Equity with settlement number: 2024125,2024-07-04,NSE-EQ - Z,Book Voucher,29798.262918,0,216096.421101
Net settlement for Equity with settlement number: 2024126,2024-07-05,NSE-EQ - Z,Book Voucher,2993.232468,0,213103.188633
Funds transferred back as part of quarterly settlement with reference number 7226e597db17363fd3131c,2024-07-05,NSE-EQ - Z,Bank Payments,211872.69,0,1230.498633
Being fee for smallcase,2024-07-08,NSE-EQ - Z,Journal Entry,118,0,1112.498633
Funds added using payment gateway fromX with reference number IGARNBOEH6,2024-07-08,NSE-EQ - Z,Bank Receipts,0,270000,271112.498633
Being payment gateway charges debited forX,2024-07-08,NSE-EQ - Z,Journal Entry,10.62,0,271101.878633
DP Charges for Sale of LIQUIDCASE on 08/07/2024,2024-07-08,NSE-EQ - Z,Journal Entry,15.045,0,271086.833633
Net settlement for Equity with settlement number: 2024127,2024-07-08,NSE-EQ - Z,Book Voucher,215816.305705,0,55270.527928
Net settlement for Equity with settlement number: 2024128,2024-07-09,NSE-EQ - Z,Book Voucher,17459.715568,0,37810.81236
Net settlement for Equity with settlement number: 2024129,2024-07-10,NSE-EQ - Z,Book Voucher,4184.051645,0,33626.760715
Net settlement for Equity with settlement number: 2024133,2024-07-16,NSE-EQ - Z,Book Voucher,2229.801701,0,31396.959014
Net settlement for Equity with settlement number: 2024134,2024-07-18,NSE-EQ - Z,Book Voucher,30496.640611,0,900.318403
DP Charges for Sale of RAYMOND on 29/07/2024,2024-07-29,NSE-EQ - Z,Journal Entry,15.045,0,885.273403
Net settlement for Equity with settlement number: 2024141,2024-07-29,NSE-EQ - Z,Book Voucher,0,1254.976806,2140.250209
Net settlement for Equity with settlement number: 2024143,2024-07-31,NSE-EQ - Z,Book Voucher,941.049735,0,1199.200474
DP Charges for Sale of LIQUIDCASE on 02/08/2024,2024-08-02,NSE-EQ - Z,Journal Entry,15.045,0,1184.155474
Net settlement for Equity with settlement number: 2024145,2024-08-02,NSE-EQ - Z,Book Voucher,175.83806,0,1008.317414
Funds added using payment gateway fromX with reference number IGARQMPLC1,2024-08-05,NSE-EQ - Z,Bank Receipts,0,20000,21008.317414
Being payment gateway charges debited forX,2024-08-05,NSE-EQ - Z,Journal Entry,10.62,0,20997.697414
Net settlement for Equity with settlement number: 2024146,2024-08-05,NSE-EQ - Z,Book Voucher,12729.994905,0,8267.702509
DP Charges for Sale of BECTORFOOD on 06/08/2024,2024-08-06,NSE-EQ - Z,Journal Entry,15.045,0,8252.657509
Net settlement for Equity with settlement number: 2024147,2024-08-06,NSE-EQ - Z,Book Voucher,0,14505.201794,22757.859303
DP Charges for Sale of LIQUIDCASE on 07/08/2024,2024-08-07,NSE-EQ - Z,Journal Entry,15.045,0,22742.814303
DP Charges for Sale of TIPSINDLTD on 07/08/2024,2024-08-07,NSE-EQ - Z,Journal Entry,15.045,0,22727.769303
Net settlement for Equity with settlement number: 2024148,2024-08-07,NSE-EQ - Z,Book Voucher,0,20593.647649,43321.416952
Net settlement for Equity with settlement number: 2024150,2024-08-09,NSE-EQ - Z,Book Voucher,2273.114972,0,41048.30198
DP Charges for Sale of NH on 12/08/2024,2024-08-12,NSE-EQ - Z,Journal Entry,15.045,0,41033.25698
Net settlement for Equity with settlement number: 2024151,2024-08-12,NSE-EQ - Z,Book Voucher,0,20665.654424,61698.911404
Net settlement for Equity with settlement number: 2024152,2024-08-13,NSE-EQ - Z,Book Voucher,23804.930508,0,37893.980896
Net settlement for Equity with settlement number: 2024153,2024-08-14,NSE-EQ - Z,Book Voucher,14939.139681,0,22954.841215
AMC for Demat Account for 14-03-2024 to 12-06-2024,2024-08-17,NSE-EQ - Z,Journal Entry,88.5,0,22866.341215
Net settlement for Equity with settlement number: 2024155,2024-08-19,NSE-EQ - Z,Book Voucher,14973.326606,0,7893.014609
Net settlement for Equity with settlement number: 2024156,2024-08-20,NSE-EQ - Z,Book Voucher,4441.590835,0,3451.423774
Net settlement for Equity with settlement number: 2024163,2024-08-29,NSE-EQ - Z,Book Voucher,2288.115653,0,1163.308121
Net settlement for Equity with settlement number: 2024165,2024-09-02,NSE-EQ - Z,Book Voucher,679.092604,0,484.215517
Net settlement for Equity with settlement number: 2024166,2024-09-03,NSE-EQ - Z,Book Voucher,282.324625,0,201.890892
Being fee for smallcase,2024-09-06,NSE-EQ - Z,Journal Entry,118,0,83.890892
Funds added using payment gateway fromX with reference number IGARUDRXA8,2024-09-06,NSE-EQ - Z,Bank Receipts,0,45000,45083.890892
Being payment gateway charges debited forX,2024-09-06,NSE-EQ - Z,Journal Entry,10.62,0,45073.270892
Net settlement for Equity with settlement number: 2024169,2024-09-06,NSE-EQ - Z,Book Voucher,44656.761797,0,416.509095
DP Charges for Sale of ANGELONE on 16/09/2024,2024-09-16,NSE-EQ - Z,Journal Entry,15.045,0,401.464095
Net settlement for Equity with settlement number: 2024175,2024-09-16,NSE-EQ - Z,Book Voucher,0,3693.826093,4095.290188
Net settlement for Equity with settlement number: 2024177,2024-09-18,NSE-EQ - Z,Book Voucher,3763.263462,0,332.026726
DP Charges for Sale of DRREDDY on 20/09/2024,2024-09-20,NSE-EQ - Z,Journal Entry,15.045,0,301.936726
DP Charges for Sale of RAYMOND on 20/09/2024,2024-09-20,NSE-EQ - Z,Journal Entry,15.045,0,316.981726
Net settlement for Equity with settlement number: 2024179,2024-09-20,NSE-EQ - Z,Book Voucher,0,77687.547956,77989.484682
